2026-06-18 16:35:13.540615,10.0.0.2,persistent,6,128,YES
2026-06-18 16:35:13.743106,10.0.0.2,persistent,7,128,YES
2026-06-18 16:35:13.946575,10.0.0.2,persistent,8,128,YES
2026-06-18 16:35:14.149937,10.0.0.2,persistent,9,128,YES
2026-06-18 16:35:14.352503,10.0.0.2,persistent,10,128,YES
2026-06-18 16:35:14.757652,10.0.0.2,persistent,1,512,YES
2026-06-18 16:35:14.959300,10.0.0.2,persistent,2,512,YES
2026-06-18 16:35:15.161047,10.0.0.2,persistent,3,512,YES
2026-06-18 16:35:15.363513,10.0.0.2,persistent,4,512,YES
2026-06-18 16:35:15.566606,10.0.0.2,persistent,5,512,YES
2026-06-18 16:35:15.769299,10.0.0.2,persistent,6,512,YES
2026-06-18 16:35:15.971114,10.0.0.2,persistent,7,512,YES
2026-06-18 16:35:16.173767,10.0.0.2,persistent,8,512,YES
2026-06-18 16:35:16.377012,10.0.0.2,persistent,9,512,YES
2026-06-18 16:35:16.579799,10.0.0.2,persistent,10,512,YES
2026-06-18 16:35:16.983612,10.0.0.2,persistent,1,1024,YES
2026-06-18 16:35:17.184966,10.0.0.2,persistent,2,1024,YES
2026-06-18 16:35:17.388234,10.0.0.2,persistent,3,1024,YES
2026-06-18 16:35:17.591968,10.0.0.2,persistent,4,1024,YES
2026-06-18 16:35:17.793338,10.0.0.2,persistent,5,1024,YES
2026-06-18 16:35:17.994888,10.0.0.2,persistent,6,1024,YES
2026-06-18 16:35:18.197758,10.0.0.2,persistent,7,1024,YES
2026-06-18 16:35:18.400031,10.0.0.2,persistent,8,1024,YES
2026-06-18 16:35:18.602966,10.0.0.2,persistent,9,1024,YES
2026-06-18 16:35:18.805268,10.0.0.2,persistent,10,1024,YES
2026-06-18 16:35:19.210754,10.0.0.2,new_connection,1,128,YES
2026-06-18 16:35:19.615251,10.0.0.2,new_connection,2,128,YES
2026-06-18 16:35:20.020366,10.0.0.2,new_connection,3,128,YES
2026-06-18 16:35:20.425621,10.0.0.2,new_connection,4,128,YES
2026-06-18 16:35:20.829961,10.0.0.2,new_connection,5,128,YES
2026-06-18 16:35:21.234194,10.0.0.2,new_connection,6,128,YES
2026-06-18 16:35:21.639562,10.0.0.2,new_connection,7,128,YES
2026-06-18 16:35:22.044581,10.0.0.2,new_connection,8,128,YES
2026-06-18 16:35:22.449807,10.0.0.2,new_connection,9,128,YES
2026-06-18 16:35:22.855237,10.0.0.2,new_connection,10,128,YES
2026-06-18 16:35:23.260568,10.0.0.2,new_connection,1,512,YES
2026-06-18 16:35:23.664598,10.0.0.2,new_connection,2,512,YES
2026-06-18 16:35:24.070170,10.0.0.2,new_connection,3,512,YES
2026-06-18 16:35:24.474944,10.0.0.2,new_connection,4,512,YES
2026-06-18 16:35:24.880119,10.0.0.2,new_connection,5,512,YES
2026-06-18 16:35:25.284417,10.0.0.2,new_connection,6,512,YES
2026-06-18 16:35:25.689051,10.0.0.2,new_connection,7,512,YES
2026-06-18 16:35:26.094149,10.0.0.2,new_connection,8,512,YES
2026-06-18 16:35:26.499609,10.0.0.2,new_connection,9,512,YES
2026-06-18 16:35:26.905329,10.0.0.2,new_connection,10,512,YES
2026-06-18 16:35:27.311244,10.0.0.2,new_connection,1,1024,YES
2026-06-18 16:35:27.715935,10.0.0.2,new_connection,2,1024,YES
2026-06-18 16:35:28.120864,10.0.0.2,new_connection,3,1024,YES
2026-06-18 16:35:28.525506,10.0.0.2,new_connection,4,1024,YES
2026-06-18 16:35:28.930897,10.0.0.2,new_connection,5,1024,YES
2026-06-18 16:35:29.336322,10.0.0.2,new_connection,6,1024,YES
2026-06-18 16:35:29.741385,10.0.0.2,new_connection,7,1024,YES
2026-06-18 16:35:30.146179,10.0.0.2,new_connection,8,1024,YES
2026-06-18 16:35:30.550864,10.0.0.2,new_connection,9,1024,YES
2026-06-18 16:35:30.955291,10.0.0.2,new_connection,10,1024,YES
